Trade#,Date,Time_ET,League,Matchup,Away,Away_Score,Home,Home_Score,Actual_Total,Market_Total,Market_Spread,Favorite,Underdog,UD_Score,Pick_Direction,Tier,Ensemble_Score,Win_Prob,Base_Line,Scaled_OVER,Scaled_UNDER,Zone_Width,Primary_Bet,Primary_Line,Primary_Result,Hedge_Bet,Hedge_Line,Hedge_Result,Execution_Rule
399,2025-12-18,7:30 PM,NBA,ORL@DEN,ORL,115,DEN,126,241,238.0,+4.5,DEN,ORL,115,OVER,B,+63.66,13.0,116.8,105.2,128.2,23.0,OVER,105.2,HIT,UNDER,128.2,HIT,Rule1_UpsetClause
400,2025-12-18,7:30 PM,NBA,TOR@MIL,TOR,111,MIL,105,216,218.0,+4.5,TOR,MIL,105,UNDER,B,-30.58,13.0,106.8,95.2,118.2,23.0,UNDER,118.2,HIT,OVER,95.2,HIT,Rule1_UpsetClause
401,2025-12-18,7:30 PM,NBA,WAS@SAS,WAS,94,SAS,119,213,241.0,+16.0,SAS,WAS,94,OVER,A,+19.27,0.3,112.5,92.3,132.7,40.4,OVER,92.3,HIT,UNDER,132.7,HIT,Rule2_StructuralOutlier
402,2025-12-19,7:30 PM,NBA,CHI@CLE,CHI,136,CLE,125,261,240.0,+8.0,CLE,CHI,136,UNDER,A,-49.57,4.7,116.0,103.4,128.6,25.2,UNDER,128.6,MISS,OVER,103.4,HIT,Rule1_UpsetClause
403,2025-12-19,7:30 PM,NBA,MIA@BOS,MIA,116,BOS,129,245,234.0,+8.0,BOS,MIA,116,UNDER,A,-11.15,4.7,113.0,100.4,125.6,25.2,UNDER,125.6,HIT,OVER,100.4,HIT,Rule1_UpsetClause
404,2025-12-19,7:30 PM,NBA,OKC@MIN,OKC,107,MIN,112,219,231.0,+7.0,OKC,MIN,112,OVER,A,+48.99,6.4,112.0,100.3,123.7,23.3,OVER,100.3,HIT,UNDER,123.7,HIT,Rule1_UpsetClause
405,2025-12-19,7:30 PM,NBA,PHI@NYK,PHI,116,NYK,107,223,233.5,+3.5,NYK,PHI,116,OVER,B,+2.67,16.6,115.0,104.5,125.5,21.0,OVER,104.5,HIT,UNDER,125.5,HIT,Rule3_OverExecution
406,2025-12-19,7:30 PM,NBA,SAS@ATL,SAS,126,ATL,98,224,238.5,+6.0,SAS,ATL,98,OVER,A,+78.45,8.6,116.2,105.5,127.0,21.4,OVER,105.5,MISS,UNDER,127.0,HIT,Rule1_UpsetClause
407,2025-12-20,7:00 PM,NBA,BOS@TOR,BOS,112,TOR,96,208,216.5,+4.0,TOR,BOS,112,UNDER,B,-25.51,14.7,106.2,95.2,117.2,22.0,UNDER,117.2,HIT,OVER,95.2,HIT,Rule1_UpsetClause
408,2025-12-20,7:00 PM,NBA,CHA@DET,CHA,86,DET,123,209,230.0,+9.5,DET,CHA,86,UNDER,A,-7.17,2.9,110.2,96.2,124.3,28.1,UNDER,124.3,HIT,OVER,96.2,MISS,Rule1_UpsetClause
409,2025-12-20,7:00 PM,NBA,DAL@PHI,DAL,114,PHI,121,235,227.5,+2.5,DAL,PHI,121,OVER,C,+16.54,20.7,112.5,97.9,127.1,29.2,OVER,97.9,HIT,UNDER,127.1,HIT,Rule3_OverExecution
410,2025-12-20,7:00 PM,NBA,HOU@DEN,HOU,115,DEN,101,216,235.0,+3.0,HOU,DEN,101,OVER,C,+140.88,18.6,116.0,100.8,131.2,30.3,OVER,100.8,HIT,UNDER,131.2,HIT,Rule3_OverExecution
411,2025-12-20,7:00 PM,NBA,IND@NOP,IND,109,NOP,128,237,238.5,+5.0,NOP,IND,109,UNDER,B,-20.58,11.4,116.8,104.8,128.8,24.0,UNDER,128.8,HIT,OVER,104.8,HIT,Rule1_UpsetClause
412,2025-12-21,7:00 PM,NBA,CHI@ATL,CHI,152,ATL,150,302,261.0,+2.0,ATL,CHI,152,OVER,C,+17.62,22.8,129.5,115.4,143.6,28.2,OVER,115.4,HIT,UNDER,143.6,MISS,Rule3_OverExecution
413,2025-12-21,7:00 PM,NBA,HOU@SAC,HOU,124,SAC,125,249,228.5,+10.5,SAC,HOU,124,UNDER,A,-24.63,2.1,109.0,94.0,124.0,29.9,UNDER,124.0,MISS,OVER,94.0,HIT,Rule1_UpsetClause
414,2025-12-21,7:00 PM,NBA,MIA@NYK,MIA,125,NYK,132,257,231.0,+5.0,NYK,MIA,125,OVER,B,+20.13,11.4,113.0,101.0,125.0,24.0,OVER,101.0,HIT,UNDER,125.0,MISS,Rule1_UpsetClause
415,2025-12-21,7:00 PM,NBA,MIL@MIN,MIL,100,MIN,103,203,222.5,+7.5,MIN,MIL,100,UNDER,A,-17.36,5.5,107.5,95.4,119.6,24.2,UNDER,119.6,HIT,OVER,95.4,HIT,Rule1_UpsetClause
416,2025-12-21,7:00 PM,NBA,SAS@WAS,SAS,124,WAS,113,237,236.0,+14.0,WAS,SAS,124,UNDER,A,-14.24,0.6,111.0,92.7,129.3,36.6,UNDER,129.3,HIT,OVER,92.7,HIT,Rule2_StructuralOutlier
417,2025-12-21,7:00 PM,NBA,TOR@BKN,TOR,81,BKN,96,177,215.5,+4.0,BKN,TOR,81,UNDER,B,-114.40,14.7,105.8,94.8,116.8,22.0,UNDER,116.8,HIT,OVER,94.8,MISS,Rule1_UpsetClause
418,2025-12-22,7:30 PM,NBA,CHA@CLE,CHA,132,CLE,139,271,251.0,+9.5,CLE,CHA,132,UNDER,A,-41.40,2.9,120.8,106.7,134.8,28.1,UNDER,134.8,HIT,OVER,106.7,HIT,Rule1_UpsetClause
419,2025-12-22,7:30 PM,NBA,DAL@NOP,DAL,113,NOP,119,232,244.0,+4.0,NOP,DAL,113,OVER,B,+42.96,14.7,120.0,109.0,131.0,22.0,OVER,109.0,HIT,UNDER,131.0,HIT,Rule1_UpsetClause
420,2025-12-22,7:30 PM,NBA,DET@POR,DET,110,POR,102,212,234.5,+8.0,POR,DET,110,OVER,A,+59.78,4.7,113.2,100.7,125.8,25.2,OVER,100.7,HIT,UNDER,125.8,HIT,Rule1_UpsetClause
421,2025-12-22,7:30 PM,NBA,IND@BOS,IND,95,BOS,103,198,232.0,+11.0,BOS,IND,95,UNDER,A,-45.33,1.7,110.5,95.0,126.0,30.9,UNDER,126.0,HIT,OVER,95.0,MISS,Rule1_UpsetClause
422,2025-12-22,7:30 PM,NBA,MEM@OKC,MEM,103,OKC,119,222,233.5,+11.5,OKC,MEM,103,UNDER,A,-27.16,1.5,111.0,95.1,126.9,31.8,UNDER,126.9,HIT,OVER,95.1,HIT,Rule1_UpsetClause
423,2025-12-22,7:30 PM,NBA,ORL@GSW,ORL,97,GSW,120,217,229.5,+5.0,GSW,ORL,97,UNDER,B,-3.59,11.4,112.2,100.2,124.2,24.0,UNDER,124.2,HIT,OVER,100.2,MISS,Rule1_UpsetClause
424,2025-12-22,7:30 PM,NBA,UTA@DEN,UTA,112,DEN,135,247,250.0,+20.5,DEN,UTA,112,OVER,A,+93.54,0.1,114.8,90.3,139.2,48.9,OVER,90.3,HIT,UNDER,139.2,HIT,Rule2_StructuralOutlier
425,2025-12-23,7:30 PM,NBA,BKN@PHI,BKN,114,PHI,106,220,216.5,+9.5,PHI,BKN,114,UNDER,A,-29.24,2.9,103.5,89.5,117.5,28.1,UNDER,117.5,HIT,OVER,89.5,HIT,Rule1_UpsetClause
426,2025-12-23,7:30 PM,NBA,CHI@ATL,CHI,126,ATL,123,249,254.5,+3.5,ATL,CHI,126,OVER,B,+67.16,16.6,125.5,115.0,136.0,21.0,OVER,115.0,HIT,UNDER,136.0,HIT,Rule3_OverExecution
427,2025-12-23,7:30 PM,NBA,MIL@IND,MIL,111,IND,94,205,217.0,+1.5,MIL,IND,94,UNDER,C,-69.79,25.0,107.8,94.2,121.3,27.2,UNDER,121.3,HIT,OVER,94.2,MISS,Rule4_UnderExecution
428,2025-12-23,7:30 PM,NBA,NOP@CLE,NOP,118,CLE,141,259,248.5,+10.0,CLE,NOP,118,OVER,A,+10.16,2.4,119.2,104.8,133.8,29.0,OVER,104.8,HIT,UNDER,133.8,HIT,Rule1_UpsetClause
429,2025-12-23,7:30 PM,NBA,TOR@MIA,TOR,112,MIA,91,203,227.5,+5.5,MIA,TOR,112,UNDER,A,-105.62,9.9,111.0,100.8,121.2,20.4,UNDER,121.2,HIT,OVER,100.8,HIT,Rule1_UpsetClause
430,2025-12-23,7:30 PM,NBA,WAS@CHA,WAS,109,CHA,126,235,229.5,+8.0,CHA,WAS,109,UNDER,A,-32.10,4.7,110.8,98.2,123.3,25.2,UNDER,123.3,HIT,OVER,98.2,HIT,Rule1_UpsetClause
431,2025-12-24,7:30 PM,NBA,CLE@NYK,CLE,124,NYK,126,250,237.5,+3.5,NYK,CLE,124,OVER,B,+31.49,16.6,117.0,106.5,127.5,21.0,OVER,106.5,HIT,UNDER,127.5,HIT,Rule3_OverExecution
432,2025-12-24,7:30 PM,NBA,DAL@GSW,DAL,116,GSW,126,242,228.5,+10.5,GSW,DAL,116,UNDER,A,-18.40,2.1,109.0,94.0,124.0,29.9,UNDER,124.0,HIT,OVER,94.0,HIT,Rule1_UpsetClause
433,2025-12-24,7:30 PM,NBA,HOU@LAL,HOU,119,LAL,96,215,233.0,+5.0,HOU,LAL,96,OVER,B,+86.63,11.4,114.0,102.0,126.0,24.0,OVER,102.0,MISS,UNDER,126.0,HIT,Rule1_UpsetClause
434,2025-12-24,7:30 PM,NBA,MIN@DEN,MIN,138,DEN,142,280,232.0,+1.0,DEN,MIN,138,OVER,C,+49.05,27.2,115.5,102.5,128.6,26.1,OVER,102.5,HIT,UNDER,128.6,MISS,Rule3_OverExecution
435,2025-12-24,7:30 PM,NBA,SAS@OKC,SAS,117,OKC,102,219,246.5,+10.5,OKC,SAS,117,OVER,A,+14.66,2.1,118.0,103.0,133.0,29.9,OVER,103.0,HIT,UNDER,133.0,HIT,Rule1_UpsetClause
436,2025-12-25,7:30 PM,NBA,CLE@NYK,CLE,124,NYK,126,250,237.5,+3.5,NYK,CLE,124,OVER,B,+41.30,16.6,117.0,106.5,127.5,21.0,OVER,106.5,HIT,UNDER,127.5,HIT,Rule3_OverExecution
437,2025-12-25,7:30 PM,NBA,DAL@GSW,DAL,116,GSW,126,242,228.5,+10.5,GSW,DAL,116,UNDER,A,-1.91,2.1,109.0,94.0,124.0,29.9,UNDER,124.0,HIT,OVER,94.0,HIT,Rule1_UpsetClause
438,2025-12-25,7:30 PM,NBA,HOU@LAL,HOU,119,LAL,96,215,233.0,+5.0,HOU,LAL,96,OVER,B,+57.40,11.4,114.0,102.0,126.0,24.0,OVER,102.0,MISS,UNDER,126.0,HIT,Rule1_UpsetClause
439,2025-12-25,7:30 PM,NBA,SAS@OKC,SAS,117,OKC,102,219,246.5,+10.5,OKC,SAS,117,UNDER,A,-17.18,2.1,118.0,103.0,133.0,29.9,UNDER,133.0,HIT,OVER,103.0,HIT,Rule1_UpsetClause
440,2025-12-26,7:30 PM,NBA,BOS@IND,BOS,140,IND,122,262,229.5,+5.0,BOS,IND,122,UNDER,B,-86.80,11.4,112.2,100.2,124.2,24.0,UNDER,124.2,HIT,OVER,100.2,HIT,Rule1_UpsetClause
441,2025-12-26,7:30 PM,NBA,CHA@ORL,CHA,120,ORL,105,225,236.5,+3.0,ORL,CHA,120,UNDER,C,-14.92,18.6,116.8,101.6,131.9,30.3,UNDER,131.9,HIT,OVER,101.6,HIT,Rule4_UnderExecution
442,2025-12-26,7:30 PM,NBA,DET@UTA,DET,129,UTA,131,260,249.0,-8.0,DET,UTA,131,OVER,A,+52.03,48.3,120.5,107.9,133.1,25.2,OVER,107.9,HIT,UNDER,133.1,HIT,Rule3_OverExecution
443,2025-12-26,7:30 PM,NBA,LAC@POR,LAC,119,POR,103,222,228.5,-3.0,LAC,POR,103,UNDER,C,-18.89,41.4,112.8,97.6,127.9,30.3,UNDER,127.9,HIT,OVER,97.6,HIT,Rule4_UnderExecution
444,2025-12-26,7:30 PM,NBA,MIA@ATL,MIA,126,ATL,111,237,254.0,+2.5,ATL,MIA,126,OVER,C,+36.87,20.7,125.8,111.1,140.4,29.2,OVER,111.1,HIT,UNDER,140.4,HIT,Rule3_OverExecution
445,2025-12-26,7:30 PM,NBA,MIL@MEM,MIL,104,MEM,125,229,229.0,+2.5,MEM,MIL,104,UNDER,C,-57.05,20.7,113.2,98.6,127.9,29.2,UNDER,127.9,HIT,OVER,98.6,HIT,Rule4_UnderExecution
446,2025-12-26,7:30 PM,NBA,PHI@CHI,PHI,102,CHI,109,211,240.0,-5.5,PHI,CHI,109,OVER,A,+32.03,46.0,117.2,107.0,127.5,20.4,OVER,107.0,HIT,UNDER,127.5,HIT,Rule3_OverExecution
447,2025-12-26,7:30 PM,NBA,PHX@NOP,PHX,115,NOP,108,223,238.5,+5.0,NOP,PHX,115,OVER,B,+28.37,11.4,116.8,104.8,128.8,24.0,OVER,104.8,HIT,UNDER,128.8,HIT,Rule1_UpsetClause
448,2025-12-26,7:30 PM,NBA,TOR@WAS,TOR,117,WAS,138,255,223.0,+8.0,WAS,TOR,117,UNDER,A,-127.48,4.7,107.5,94.9,120.1,25.2,UNDER,120.1,HIT,OVER,94.9,HIT,Rule1_UpsetClause
449,2025-12-27,7:00 PM,NBA,BKN@MIN,BKN,123,MIN,107,230,225.5,+12.0,BKN,MIN,107,UNDER,A,-30.54,1.2,106.8,90.3,123.2,32.8,UNDER,123.2,HIT,OVER,90.3,HIT,Rule1_UpsetClause
450,2025-12-27,7:00 PM,NBA,CLE@HOU,CLE,100,HOU,117,217,228.5,+2.0,HOU,CLE,100,OVER,C,+49.11,22.8,113.2,99.2,127.3,28.2,OVER,99.2,HIT,UNDER,127.3,HIT,Rule3_OverExecution
451,2025-12-27,7:00 PM,NBA,DAL@SAC,DAL,107,SAC,113,220,236.5,+1.0,SAC,DAL,107,UNDER,C,-41.03,27.2,117.8,104.7,130.8,26.1,UNDER,130.8,HIT,OVER,104.7,HIT,Rule4_UnderExecution
452,2025-12-27,7:00 PM,NBA,DEN@ORL,DEN,126,ORL,127,253,239.0,+1.5,ORL,DEN,126,OVER,C,+78.29,25.0,118.8,105.2,132.3,27.1,OVER,105.2,HIT,UNDER,132.3,HIT,Rule3_OverExecution
453,2025-12-27,7:00 PM,NBA,IND@MIA,IND,116,MIA,142,258,238.5,+6.5,MIA,IND,116,UNDER,A,-81.97,7.4,116.0,104.8,127.2,22.3,UNDER,127.2,HIT,OVER,104.8,HIT,Rule1_UpsetClause
454,2025-12-27,7:00 PM,NBA,MIL@CHI,MIL,112,CHI,103,215,229.5,+3.0,MIL,CHI,103,UNDER,C,-7.85,18.6,113.2,98.1,128.4,30.3,UNDER,128.4,HIT,OVER,98.1,HIT,Rule4_UnderExecution
455,2025-12-27,7:00 PM,NBA,NYK@ATL,NYK,128,ATL,125,253,243.5,+4.5,NYK,ATL,125,OVER,B,+61.82,13.0,119.5,108.0,131.0,23.0,OVER,108.0,HIT,UNDER,131.0,HIT,Rule1_UpsetClause
456,2025-12-27,7:00 PM,NBA,PHX@NOP,PHX,123,NOP,114,237,238.0,+4.5,PHX,NOP,114,UNDER,B,-28.42,13.0,116.8,105.2,128.2,23.0,UNDER,128.2,HIT,OVER,105.2,HIT,Rule1_UpsetClause
457,2025-12-27,7:00 PM,NBA,UTA@SAS,UTA,127,SAS,114,241,243.5,+13.0,UTA,SAS,114,OVER,A,+55.87,0.9,115.2,97.9,132.6,34.7,OVER,97.9,HIT,UNDER,132.6,HIT,Rule2_StructuralOutlier
458,2025-12-28,7:00 PM,NBA,BOS@POR,BOS,108,POR,114,222,231.5,+9.5,POR,BOS,108,UNDER,A,-1.62,2.9,111.0,97.0,125.0,28.1,UNDER,125.0,HIT,OVER,97.0,HIT,Rule1_UpsetClause
459,2025-12-28,7:00 PM,NBA,DET@LAC,DET,99,LAC,112,211,227.5,+1.0,LAC,DET,99,UNDER,C,-11.56,27.2,113.2,100.2,126.3,26.1,UNDER,126.3,HIT,OVER,100.2,MISS,Rule4_UnderExecution
460,2025-12-28,7:00 PM,NBA,GSW@TOR,GSW,127,TOR,141,268,233.0,+6.0,TOR,GSW,127,UNDER,A,-40.11,8.6,113.5,102.8,124.2,21.4,UNDER,124.2,MISS,OVER,102.8,HIT,Rule1_UpsetClause
461,2025-12-28,7:00 PM,NBA,MEM@WAS,MEM,112,WAS,116,228,244.5,+8.0,WAS,MEM,112,UNDER,A,-36.62,4.7,118.2,105.7,130.8,25.2,UNDER,130.8,HIT,OVER,105.7,HIT,Rule1_UpsetClause
462,2025-12-28,7:00 PM,NBA,PHI@OKC,PHI,104,OKC,129,233,230.5,+17.5,OKC,PHI,104,UNDER,A,-47.22,0.2,106.5,84.9,128.1,43.2,UNDER,128.1,HIT,OVER,84.9,HIT,Rule2_StructuralOutlier
463,2025-12-28,7:00 PM,NBA,SAC@LAL,SAC,101,LAL,125,226,231.5,+12.0,LAL,SAC,101,UNDER,A,-23.79,1.2,109.8,93.3,126.2,32.8,UNDER,126.2,HIT,OVER,93.3,HIT,Rule1_UpsetClause
464,2025-12-29,7:30 PM,NBA,ATL@OKC,ATL,129,OKC,140,269,236.0,+17.0,OKC,ATL,129,OVER,A,+5.49,0.2,109.5,88.3,130.7,42.3,OVER,88.3,HIT,UNDER,130.7,HIT,Rule2_StructuralOutlier
465,2025-12-29,7:30 PM,NBA,CLE@SAS,CLE,113,SAS,101,214,239.5,+1.5,SAS,CLE,113,UNDER,C,-2.26,25.0,119.0,105.4,132.6,27.1,UNDER,132.6,HIT,OVER,105.4,HIT,Rule4_UnderExecution
466,2025-12-29,7:30 PM,NBA,DAL@POR,DAL,122,POR,125,247,233.0,+2.0,POR,DAL,122,OVER,C,+1.20,22.8,115.5,101.4,129.6,28.2,OVER,101.4,HIT,UNDER,129.6,HIT,Rule3_OverExecution
467,2025-12-29,7:30 PM,NBA,DEN@MIA,DEN,123,MIA,147,270,245.0,+1.5,MIA,DEN,123,OVER,C,+70.99,25.0,121.8,108.2,135.3,27.1,OVER,108.2,HIT,UNDER,135.3,HIT,Rule3_OverExecution
468,2025-12-29,7:30 PM,NBA,GSW@BKN,GSW,120,BKN,107,227,233.0,+2.0,BKN,GSW,120,UNDER,C,-70.91,22.8,115.5,101.4,129.6,28.2,UNDER,129.6,HIT,OVER,101.4,HIT,Rule4_UnderExecution
469,2025-12-29,7:30 PM,NBA,IND@HOU,IND,119,HOU,126,245,220.5,+15.5,HOU,IND,119,UNDER,A,-31.41,0.4,102.5,82.8,122.2,39.4,UNDER,122.2,HIT,OVER,82.8,HIT,Rule2_StructuralOutlier
470,2025-12-29,7:30 PM,NBA,MIL@CHA,MIL,123,CHA,113,236,226.5,+4.0,MIL,CHA,113,UNDER,B,-42.07,14.7,111.2,100.2,122.2,22.0,UNDER,122.2,HIT,OVER,100.2,HIT,Rule1_UpsetClause
471,2025-12-29,7:30 PM,NBA,MIN@CHI,MIN,136,CHI,101,237,230.0,+6.0,CHI,MIN,136,OVER,A,+31.02,8.6,112.0,101.3,122.7,21.4,OVER,101.3,HIT,UNDER,122.7,MISS,Rule1_UpsetClause
472,2025-12-29,7:30 PM,NBA,NYK@NOP,NYK,130,NOP,125,255,253.0,+9.5,NOP,NYK,130,OVER,A,+27.62,2.9,121.8,107.7,135.8,28.1,OVER,107.7,HIT,UNDER,135.8,HIT,Rule1_UpsetClause
473,2025-12-29,7:30 PM,NBA,ORL@TOR,ORL,106,TOR,107,213,216.5,+6.0,TOR,ORL,106,OVER,A,+25.62,8.6,105.2,94.5,116.0,21.4,OVER,94.5,HIT,UNDER,116.0,HIT,Rule1_UpsetClause
474,2025-12-29,7:30 PM,NBA,PHX@WAS,PHX,115,WAS,101,216,230.0,+11.0,PHX,WAS,101,UNDER,A,-52.69,1.7,109.5,94.0,125.0,30.9,UNDER,125.0,HIT,OVER,94.0,HIT,Rule1_UpsetClause
475,2025-12-30,7:30 PM,NBA,BOS@UTA,BOS,129,UTA,119,248,247.0,+4.0,BOS,UTA,119,OVER,B,+60.59,14.7,121.5,110.5,132.5,22.0,OVER,110.5,HIT,UNDER,132.5,HIT,Rule1_UpsetClause
476,2025-12-30,7:30 PM,NBA,DET@LAL,DET,128,LAL,106,234,238.5,+3.0,DET,LAL,106,UNDER,C,-5.37,18.6,117.8,102.6,132.9,30.3,UNDER,132.9,HIT,OVER,102.6,HIT,Rule4_UnderExecution
477,2025-12-30,7:30 PM,NBA,PHI@MEM,PHI,139,MEM,136,275,237.5,+3.5,PHI,MEM,136,UNDER,B,-40.35,16.6,117.0,106.5,127.5,21.0,UNDER,127.5,MISS,OVER,106.5,HIT,Rule4_UnderExecution
478,2025-12-30,7:30 PM,NBA,SAC@LAC,SAC,90,LAC,131,221,216.5,+10.0,LAC,SAC,90,UNDER,A,-62.34,2.4,103.2,88.8,117.8,29.0,UNDER,117.8,HIT,OVER,88.8,HIT,Rule1_UpsetClause
479,2025-12-31,7:30 PM,NBA,DEN@TOR,DEN,106,TOR,103,209,230.5,+6.0,TOR,DEN,106,OVER,A,+93.79,8.6,112.2,101.5,123.0,21.4,OVER,101.5,HIT,UNDER,123.0,HIT,Rule1_UpsetClause
480,2025-12-31,7:30 PM,NBA,GSW@CHA,GSW,132,CHA,125,257,239.0,+8.0,CHA,GSW,132,UNDER,A,-4.33,4.7,115.5,102.9,128.1,25.2,UNDER,128.1,MISS,OVER,102.9,HIT,Rule1_UpsetClause
481,2025-12-31,7:30 PM,NBA,MIN@ATL,MIN,102,ATL,126,228,247.5,+3.0,ATL,MIN,102,OVER,C,+85.24,18.6,122.2,107.1,137.4,30.3,OVER,107.1,MISS,UNDER,137.4,HIT,Rule3_OverExecution
482,2025-12-31,7:30 PM,NBA,ORL@IND,ORL,112,IND,110,222,228.5,+7.0,IND,ORL,112,UNDER,A,-40.03,6.4,110.8,99.1,122.4,23.3,UNDER,122.4,HIT,OVER,99.1,HIT,Rule1_UpsetClause
483,2025-12-31,7:30 PM,NBA,PHX@CLE,PHX,113,CLE,129,242,237.5,+11.0,CLE,PHX,113,UNDER,A,-2.38,1.7,113.2,97.8,128.7,30.9,UNDER,128.7,HIT,OVER,97.8,HIT,Rule1_UpsetClause
484,2025-12-31,7:30 PM,NBA,POR@OKC,POR,95,OKC,124,219,230.5,+18.5,OKC,POR,95,UNDER,A,-9.30,0.1,106.0,83.4,128.6,45.1,UNDER,128.6,HIT,OVER,83.4,HIT,Rule2_StructuralOutlier
485,2025-12-31,7:30 PM,NBA,WAS@MIL,WAS,114,MIL,113,227,233.0,+15.0,MIL,WAS,114,UNDER,A,-37.62,0.4,109.0,89.8,128.2,38.5,UNDER,128.2,HIT,OVER,89.8,HIT,Rule2_StructuralOutlier
486,2026-01-01,7:30 PM,NBA,BOS@SAC,BOS,120,SAC,106,226,234.5,+8.0,BOS,SAC,106,UNDER,A,-40.27,4.7,113.2,100.7,125.8,25.2,UNDER,125.8,HIT,OVER,100.7,HIT,Rule1_UpsetClause
487,2026-01-01,7:30 PM,NBA,HOU@BKN,HOU,120,BKN,96,216,217.5,+17.0,HOU,BKN,96,UNDER,A,-22.41,0.2,100.2,79.1,121.4,42.3,UNDER,121.4,HIT,OVER,79.1,HIT,Rule2_StructuralOutlier
488,2026-01-01,7:30 PM,NBA,MIA@DET,MIA,118,DET,112,230,238.5,+2.5,DET,MIA,118,OVER,C,+11.74,20.7,118.0,103.4,132.6,29.2,OVER,103.4,HIT,UNDER,132.6,HIT,Rule3_OverExecution
489,2026-01-01,7:30 PM,NBA,PHI@DAL,PHI,123,DAL,108,231,234.0,+1.0,DAL,PHI,123,OVER,C,+19.17,27.2,116.5,103.5,129.6,26.1,OVER,103.5,HIT,UNDER,129.6,HIT,Rule3_OverExecution
490,2026-01-01,7:30 PM,NBA,UTA@LAC,UTA,101,LAC,118,219,225.0,+20.0,LAC,UTA,101,OVER,A,+32.67,0.1,102.5,78.5,126.5,48.0,OVER,78.5,HIT,UNDER,126.5,HIT,Rule2_StructuralOutlier
491,2026-01-01,7:00 PM,WNBA,LV@CHI,LV,83,CHI,84,167,184.0,+5.5,LV,CHI,84,UNDER,A,-6.88,9.9,89.2,79.0,99.5,20.4,UNDER,99.5,HIT,OVER,79.0,HIT,Rule1_UpsetClause
492,2026-01-01,7:00 PM,WNBA,NY@PHO,NY,94,PHO,92,186,177.0,+2.5,NY,PHO,92,UNDER,C,+0.00,20.7,87.2,72.6,101.9,29.2,UNDER,101.9,HIT,OVER,72.6,HIT,Rule4_UnderDefault
493,2026-01-01,7:00 PM,WNBA,ATL@WAS,ATL,76,WAS,81,157,167.0,+8.5,ATL,WAS,81,UNDER,A,-17.27,4.0,79.2,66.2,92.3,26.2,UNDER,92.3,HIT,OVER,66.2,HIT,Rule1_UpsetClause
494,2026-01-01,7:00 PM,WNBA,DAL@CON,DAL,86,CON,83,169,172.0,+6.5,DAL,CON,83,OVER,A,+9.67,7.4,82.8,71.6,93.9,22.3,OVER,71.6,HIT,UNDER,93.9,HIT,Rule1_UpsetClause
495,2026-01-01,7:00 PM,WNBA,SEA@PHO,SEA,67,PHO,90,157,170.5,+4.5,PHX,PHO,90,UNDER,B,+0.00,13.0,83.0,71.5,94.5,23.0,UNDER,94.5,HIT,OVER,71.5,HIT,Rule1_UpsetClause
496,2026-01-02,7:30 PM,NBA,ATL@NYK,ATL,111,NYK,99,210,247.5,+6.0,NYK,ATL,111,OVER,A,+67.59,8.6,120.8,110.0,131.4,21.4,OVER,110.0,HIT,UNDER,131.4,HIT,Rule1_UpsetClause
497,2026-01-02,7:30 PM,NBA,BKN@WAS,BKN,99,WAS,119,218,230.0,+5.0,WAS,BKN,99,UNDER,B,-50.71,11.4,112.5,100.5,124.5,24.0,UNDER,124.5,HIT,OVER,100.5,MISS,Rule1_UpsetClause
498,2026-01-02,7:30 PM,NBA,CHA@MIL,CHA,121,MIL,122,243,240.5,+5.0,MIL,CHA,121,UNDER,B,-19.91,11.4,117.8,105.8,129.8,24.0,UNDER,129.8,HIT,OVER,105.8,HIT,Rule1_UpsetClause
499,2026-01-02,7:30 PM,NBA,DEN@CLE,DEN,108,CLE,113,221,237.0,+14.0,CLE,DEN,108,OVER,A,+75.86,0.6,111.5,93.2,129.8,36.6,OVER,93.2,HIT,UNDER,129.8,HIT,Rule2_StructuralOutlier
500,2026-01-02,7:30 PM,NBA,MEM@LAL,MEM,121,LAL,128,249,240.5,+8.0,LAL,MEM,121,UNDER,A,-5.53,4.7,116.2,103.7,128.8,25.2,UNDER,128.8,HIT,OVER,103.7,HIT,Rule1_UpsetClause
501,2026-01-02,7:30 PM,NBA,OKC@GSW,OKC,131,GSW,94,225,220.0,+16.5,GSW,OKC,131,OVER,A,+79.04,0.3,101.8,81.1,122.4,41.3,OVER,81.1,HIT,UNDER,122.4,MISS,Rule2_StructuralOutlier
502,2026-01-02,7:30 PM,NBA,ORL@CHI,ORL,114,CHI,121,235,225.0,+8.5,CHI,ORL,114,UNDER,A,-37.46,4.0,108.2,95.2,121.3,26.2,UNDER,121.3,HIT,OVER,95.2,HIT,Rule1_UpsetClause
503,2026-01-02,7:30 PM,NBA,POR@NOP,POR,122,NOP,109,231,252.5,+3.5,NOP,POR,122,UNDER,B,-10.46,16.6,124.5,114.0,135.0,21.0,UNDER,135.0,HIT,OVER,114.0,HIT,Rule4_UnderExecution
504,2026-01-02,7:30 PM,NBA,SAC@PHX,SAC,102,PHX,129,231,226.0,+14.5,PHX,SAC,102,UNDER,A,-74.47,0.5,105.8,87.0,124.5,37.6,UNDER,124.5,HIT,OVER,87.0,HIT,Rule2_StructuralOutlier
